,Kmax,Ku,halfmax,n,Vhalf,error
0,3457533.5707547246,0.017487921969399318,5986967195.695674,0.7401989222032394,-69.87220908253438,0.018106790439111033
4,1763985.959883018,0.017494088633925892,3054718750.6581545,0.7402191532441106,-69.88742810368464,0.018106803695948817
2,1974274.564421407,0.017497417893925758,3419342415.890435,0.7402228889640595,-69.87657393770688,0.018106804421023692
1,1750101.4885625471,0.017495383218003962,3031252398.9464536,0.7402352351999174,-69.88677163248441,0.0181068045051078
3,1762724.902449821,0.01749730916079602,3053025366.920615,0.7402233909437186,-69.87235858478535,0.018106804779160865
