,Kmax,Ku,halfmax,n,Vhalf,error
0,26.797458411238694,9.991441864132634,403100.7179420883,1.0830653085348243,-78.48523996366717,0.022257695384028144
1,26.798086970069356,9.992503465726015,403177.2099939187,1.0830850449795626,-78.48300903693345,0.022257696879076208
3,26.791879257666718,9.991327686653975,403276.5324398008,1.0831363527481832,-78.4767014289417,0.02225769765165328
4,26.800422387392352,9.98472626291287,403310.3351648163,1.083121998965205,-78.50117470286496,0.022257704604966507
2,29.046524570989778,9.99986689923425,456710.203444657,1.09604968084729,-151.557544187558,0.023257335386375293
