,Kmax,Ku,halfmax,n,Vhalf,error
0,3529606.665778508,9.995799335548044,5716701741.453718,0.914321708600044,-75.68327483745115,0.0125282864701163
2,5855115.08425331,9.985685156918043,9484075277.093094,0.9143336027737252,-75.68152174282372,0.0125282893125165
1,1021887.6989580676,9.970602714832689,1654665537.1215243,0.9143118058834048,-75.69699540738478,0.0125283286961365
