,Kmax,Ku,halfmax,n,Vhalf,error
4,21.990251799739823,0.0002829637780003788,54.032752021917815,1.0406882335486272,-169.8270554260517,0.0430617668973441
3,21.997227579245468,0.00028263563868494775,54.044796428526965,1.040721581245377,-158.6954180292538,0.04306179358857776
2,6580125989.503804,0.0003154596600211249,9837726830.031633,0.6188813268536505,-173.50004190020297,0.05331078728565572
1,6633327997.262387,0.0003154926275948075,9916672471.47404,0.6188823892654189,-174.08179896158714,0.053310787338105244
0,2528848072.7416577,0.00031548025889775993,3780654808.5633416,0.6188816623975975,-169.06913774567911,0.05331079100143039
