"engine.time","ikr.IKr"
 1.42500000000000000e+03, 7.68458772463576634e-01
 1.43500000000000000e+03, 7.79522387795730798e-01
 1.44500000000000000e+03, 7.90356188464948706e-01
 1.45500000000000000e+03, 8.00964946839672121e-01
 1.46500000000000000e+03, 8.11353335214103688e-01
 1.47500000000000000e+03, 8.21525927816390444e-01
 1.48500000000000000e+03, 8.31487216659068329e-01
 1.49500000000000000e+03, 8.41241591365440744e-01
 1.50500000000000000e+03, 8.50793344213735980e-01
 1.51500000000000000e+03, 8.60146682745454916e-01
 1.52500000000000000e+03, 8.69305727114188964e-01
 1.53500000000000000e+03, 8.78274512095893800e-01
 1.54500000000000000e+03, 8.87056988092756571e-01
 1.55500000000000000e+03, 8.95657022798112545e-01
 1.56500000000000000e+03, 9.04078407632451064e-01
 1.57500000000000000e+03, 9.12324855172899962e-01
 1.58500000000000000e+03, 9.20400002548604768e-01
 1.59500000000000000e+03, 9.28307413443436258e-01
 1.60500000000000000e+03, 9.36050579884529332e-01
 1.61500000000000000e+03, 9.43632857310795825e-01
 1.62500000000000000e+03, 9.51057624111846356e-01
 1.63500000000000000e+03, 9.58328156313345225e-01
 1.64500000000000000e+03, 9.65447664256117388e-01
 1.65500000000000000e+03, 9.72419294445332816e-01
 1.66500000000000000e+03, 9.79246131399688302e-01
 1.67500000000000000e+03, 9.85931133826499217e-01
 1.68500000000000000e+03, 9.92477245128251528e-01
 1.69500000000000000e+03, 9.98887377356811990e-01
 1.70500000000000000e+03, 1.00516436087740768e+00
 1.71500000000000000e+03, 1.01131096953349098e+00
 1.72500000000000000e+03, 1.01732992224942986e+00
 1.73500000000000000e+03, 1.02322385740146471e+00
 1.74500000000000000e+03, 1.02899532301471019e+00
 1.75500000000000000e+03, 1.03464690338003029e+00
 1.76500000000000000e+03, 1.04018109204866605e+00
 1.77500000000000000e+03, 1.04560033224516347e+00
 1.78500000000000000e+03, 1.05090701824205679e+00
 1.79500000000000000e+03, 1.05610349673455550e+00
 1.80500000000000000e+03, 1.06119199576587797e+00
 1.81500000000000000e+03, 1.06617479548268657e+00
 1.82500000000000000e+03, 1.07105409331628776e+00
 1.83500000000000000e+03, 1.07583204204173821e+00
 1.84500000000000000e+03, 1.08051075114325990e+00
 1.85500000000000000e+03, 1.08509228802382252e+00
 1.86500000000000000e+03, 1.08957864472819632e+00
 1.87500000000000000e+03, 1.09397179542908463e+00
 1.88500000000000000e+03, 1.09827369007468056e+00
 1.89500000000000000e+03, 1.10248622671130314e+00
 1.90500000000000000e+03, 1.10661126534104493e+00
 1.91500000000000000e+03, 1.11065062900020428e+00
 1.92500000000000000e+03, 1.11460608974635211e+00
 1.93500000000000000e+03, 1.11847936203126408e+00
 1.94500000000000000e+03, 1.12227217630553477e+00
 1.95500000000000000e+03, 1.12598620620469747e+00
 1.96500000000000000e+03, 1.12962309184898579e+00
 1.97500000000000000e+03, 1.13318444079229796e+00
 1.98500000000000000e+03, 1.13667182897115726e+00
 1.99500000000000000e+03, 1.14008674656477260e+00
 2.00500000000000000e+03, 1.14343072717240646e+00
 2.01500000000000000e+03, 1.14670524653501826e+00
 2.02500000000000000e+03, 1.14991175029933346e+00
 2.03500000000000000e+03, 1.15305165525469078e+00
 2.04500000000000000e+03, 1.15612635015527188e+00
 2.05500000000000000e+03, 1.15913716832955482e+00
 2.06500000000000000e+03, 1.16208543388819718e+00
 2.07500000000000000e+03, 1.16497245789392756e+00
 2.08500000000000000e+03, 1.16779951431161466e+00
 2.09500000000000000e+03, 1.17056785151588016e+00
 2.10500000000000000e+03, 1.17327869300460419e+00
 2.11500000000000000e+03, 1.17593322820273416e+00
 2.12500000000000000e+03, 1.17853260716543162e+00
 2.13500000000000000e+03, 1.18107799114357359e+00
 2.14500000000000000e+03, 1.18357050297765465e+00
 2.15500000000000000e+03, 1.18601124289253557e+00
 2.16500000000000000e+03, 1.18840128912379139e+00
 2.17500000000000000e+03, 1.19074169854406509e+00
 2.18500000000000000e+03, 1.19303347539403815e+00
 2.19500000000000000e+03, 1.19527764581860496e+00
 2.20500000000000000e+03, 1.19747520008750929e+00
 2.21500000000000000e+03, 1.19962710811346174e+00
 2.22500000000000000e+03, 1.20173432041837414e+00
 2.23500000000000000e+03, 1.20379776868563426e+00
 2.24500000000000000e+03, 1.20581834888079475e+00
 2.25500000000000000e+03, 1.20779694943338178e+00
 2.26500000000000000e+03, 1.20973444988348300e+00
 2.27500000000000000e+03, 1.21163170528319419e+00
 2.28500000000000000e+03, 1.21348955356457711e+00
 2.29500000000000000e+03, 1.21530881602385188e+00
 2.30500000000000000e+03, 1.21709029092532961e+00
 2.31500000000000000e+03, 1.21883474912196044e+00
 2.32500000000000000e+03, 1.22054297077029528e+00
 2.33500000000000000e+03, 1.22221570957131731e+00
 2.34500000000000000e+03, 1.22385370408124228e+00
 2.35500000000000000e+03, 1.22545767813364592e+00
 2.36500000000000000e+03, 1.22702834126159321e+00
 2.37500000000000000e+03, 1.22856636623737248e+00
 2.38500000000000000e+03, 1.23007244227745560e+00
 2.39500000000000000e+03, 1.23154723413226441e+00
 2.40500000000000000e+03, 1.23299139273078118e+00
 2.41500000000000000e+03, 1.23440555597256685e+00
 2.42500000000000000e+03, 1.23579034909623231e+00
 2.43500000000000000e+03, 1.23714637357704627e+00
 2.44500000000000000e+03, 1.23847422539948404e+00
 2.45500000000000000e+03, 1.23977449482348900e+00
 2.46500000000000000e+03, 1.24104775559790625e+00
 2.47500000000000000e+03, 1.24229456995771703e+00
 2.48500000000000000e+03, 1.24351548894710318e+00
 2.49500000000000000e+03, 1.24471104847923209e+00
 2.50500000000000000e+03, 1.24588176619725299e+00
 2.51500000000000000e+03, 1.24702816529813720e+00
 2.52500000000000000e+03, 1.24815075154975275e+00
 2.53500000000000000e+03, 1.24925002055344447e+00
 2.54500000000000000e+03, 1.25032645802762743e+00
 2.55500000000000000e+03, 1.25138054009138378e+00
 2.56500000000000000e+03, 1.25241271865922954e+00
 2.57500000000000000e+03, 1.25342345590927673e+00
 2.58500000000000000e+03, 1.25441319804891660e+00
 2.59500000000000000e+03, 1.25538238194540352e+00
 2.60500000000000000e+03, 1.25633143573333284e+00
 2.61500000000000000e+03, 1.25726077906298817e+00
 2.62500000000000000e+03, 1.25817081554992671e+00
 2.63500000000000000e+03, 1.25906194500286750e+00
 2.64500000000000000e+03, 1.25993456371582457e+00
 2.65500000000000000e+03, 1.26078905676602493e+00
 2.66500000000000000e+03, 1.26162580150914216e+00
 2.67500000000000000e+03, 1.26244516779634286e+00
 2.68500000000000000e+03, 1.26324751532836843e+00
 2.69500000000000000e+03, 1.26403319123187163e+00
 2.70500000000000000e+03, 1.26480254679828019e+00
 2.71500000000000000e+03, 1.26555592145253870e+00
 2.72500000000000000e+03, 1.26629364779296760e+00
 2.73500000000000000e+03, 1.26701605178109533e+00
 2.74500000000000000e+03, 1.26772345293149091e+00
 2.75500000000000000e+03, 1.26841615466198121e+00
 2.76500000000000000e+03, 1.26909446696815142e+00
 2.77500000000000000e+03, 1.26975868934017666e+00
 2.78500000000000000e+03, 1.27040911494304765e+00
 2.79500000000000000e+03, 1.27104603107624659e+00
 2.80500000000000000e+03, 1.27166971934005435e+00
 2.81500000000000000e+03, 1.27228045074740481e+00
 2.82500000000000000e+03, 1.27287849352630200e+00
 2.83500000000000000e+03, 1.27346411361498868e+00
 2.84500000000000000e+03, 1.27403756943259516e+00
 2.85500000000000000e+03, 1.27459911421602379e+00
 2.86500000000000000e+03, 1.27514899616569344e+00
 2.87500000000000000e+03, 1.27568745673285266e+00
 2.88500000000000000e+03, 1.27621472883592002e+00
 2.89500000000000000e+03, 1.27673104823542194e+00
 2.90500000000000000e+03, 1.27723664272536030e+00
 2.91500000000000000e+03, 1.27773173552042385e+00
 2.92500000000000000e+03, 1.27821654538358165e+00
 2.93500000000000000e+03, 1.27869128675367771e+00
 2.94500000000000000e+03, 1.27915616325940729e+00
 2.95500000000000000e+03, 1.27961138288682008e+00
 2.96500000000000000e+03, 1.28005714666887971e+00
 2.97500000000000000e+03, 1.28049365135591220e+00
 2.98500000000000000e+03, 1.28092108976262575e+00
 2.99500000000000000e+03, 1.28133965087973989e+00
 3.00500000000000000e+03, 1.28174951660888947e+00
 3.01500000000000000e+03, 1.28215086688821911e+00
 3.02500000000000000e+03, 1.28254388022911514e+00
 3.03500000000000000e+03, 1.28292873005712216e+00
 3.04500000000000000e+03, 1.28330558631893576e+00
 3.05500000000000000e+03, 1.28367461558009843e+00
 3.06500000000000000e+03, 1.28403597991379392e+00
 3.07500000000000000e+03, 1.28438983559626574e+00
 3.08500000000000000e+03, 1.28473634085403199e+00
 3.09500000000000000e+03, 1.28507564855736112e+00
 3.10500000000000000e+03, 1.28540790850233222e+00
 3.11500000000000000e+03, 1.28573326749639549e+00
 3.12500000000000000e+03, 1.28605186944393002e+00
 3.13500000000000000e+03, 1.28636385107239271e+00
 3.14500000000000000e+03, 1.28666935188270282e+00
 3.15500000000000000e+03, 1.28696850681033448e+00
 3.16500000000000000e+03, 1.28726144789385089e+00
 3.17500000000000000e+03, 1.28754830453055735e+00
 3.18500000000000000e+03, 1.28782920355143204e+00
 3.19500000000000000e+03, 1.28810426706520875e+00
 3.20500000000000000e+03, 1.28837361578665077e+00
 3.21500000000000000e+03, 1.28863736953122032e+00
 3.22500000000000000e+03, 1.28889564468660356e+00
 3.23500000000000000e+03, 1.28914855530616745e+00
 3.24500000000000000e+03, 1.28939621317455733e+00
 3.25500000000000000e+03, 1.28963872708104499e+00
 3.26500000000000000e+03, 1.28987620186460128e+00
 3.27500000000000000e+03, 1.29010874373052520e+00
 3.28500000000000000e+03, 1.29033645527165786e+00
 3.29500000000000000e+03, 1.29055943701777887e+00
 3.30500000000000000e+03, 1.29077778749301930e+00
 3.31500000000000000e+03, 1.29099160327327400e+00
 3.32500000000000000e+03, 1.29120097613772034e+00
 3.33500000000000000e+03, 1.29140599966888314e+00
 3.34500000000000000e+03, 1.29160676443885603e+00
 3.35500000000000000e+03, 1.29180335905885935e+00
 3.36500000000000000e+03, 1.29199587036725672e+00
 3.37500000000000000e+03, 1.29218438347981568e+00
 3.38500000000000000e+03, 1.29236898036667869e+00
 3.39500000000000000e+03, 1.29254974201118222e+00
 3.40500000000000000e+03, 1.29272674883122152e+00
 3.41500000000000000e+03, 1.29290007893427794e+00
 3.42500000000000000e+03, 1.29306980886102063e+00
 3.43500000000000000e+03, 1.29323601362931306e+00
 3.44500000000000000e+03, 1.29339876626340011e+00
 3.45500000000000000e+03, 1.29355813710519429e+00
 3.46500000000000000e+03, 1.29371419743351024e+00
 3.47500000000000000e+03, 1.29386701609856969e+00
 3.48500000000000000e+03, 1.29401666056602416e+00
 3.49500000000000000e+03, 1.29416319695548676e+00
 3.50500000000000000e+03, 1.29430669007906185e+00
 3.51500000000000000e+03, 1.29444720154974124e+00
 3.52500000000000000e+03, 1.29458479414337324e+00
 3.53500000000000000e+03, 1.29471952865414908e+00
 3.54500000000000000e+03, 1.29485146454962496e+00
 3.55500000000000000e+03, 1.29498066010761526e+00
 3.56500000000000000e+03, 1.29510717244992724e+00
 3.57500000000000000e+03, 1.29523105573320163e+00
 3.58500000000000000e+03, 1.29535236406890197e+00
 3.59500000000000000e+03, 1.29547115187466066e+00
 3.60500000000000000e+03, 1.29558747157584753e+00
 3.61500000000000000e+03, 1.29570137458684842e+00
 3.62500000000000000e+03, 1.29581291134653198e+00
 3.63500000000000000e+03, 1.29592213135372281e+00
 3.64500000000000000e+03, 1.29602908320266930e+00
 3.65500000000000000e+03, 1.29613381461851485e+00
 3.66500000000000000e+03, 1.29623637249276746e+00
 3.67500000000000000e+03, 1.29633679228108001e+00
 3.68500000000000000e+03, 1.29643512470282296e+00
 3.69500000000000000e+03, 1.29653141364660129e+00
 3.70500000000000000e+03, 1.29662570187614778e+00
 3.71500000000000000e+03, 1.29671803138799935e+00
 3.72500000000000000e+03, 1.29680844344312640e+00
 3.73500000000000000e+03, 1.29689697859856667e+00
 3.74500000000000000e+03, 1.29698367673905235e+00
 3.75500000000000000e+03, 1.29706857710864210e+00
 3.76500000000000000e+03, 1.29715171353056924e+00
 3.77500000000000000e+03, 1.29723311472598590e+00
 3.78500000000000000e+03, 1.29731282460927577e+00
 3.79500000000000000e+03, 1.29739087860121804e+00
 3.80500000000000000e+03, 1.29746731147073402e+00
 3.81500000000000000e+03, 1.29754215735889389e+00
 3.82500000000000000e+03, 1.29761544980292509e+00
 3.83500000000000000e+03, 1.29768722176021800e+00
 3.84500000000000000e+03, 1.29775750563233361e+00
 3.85500000000000000e+03, 1.29782633328901076e+00
 3.86500000000000000e+03, 1.29789372696311744e+00
 3.87500000000000000e+03, 1.29795971780369035e+00
 3.88500000000000000e+03, 1.29802433819882568e+00
 3.89500000000000000e+03, 1.29808761677246376e+00
 3.90500000000000000e+03, 1.29814958159279414e+00
 3.91500000000000000e+03, 1.29821026018970609e+00
 3.92500000000000000e+03, 1.29826967957224149e+00
 3.93500000000000000e+03, 1.29832786624604801e+00
 3.94500000000000000e+03, 1.29838484623083050e+00
 3.95500000000000000e+03, 1.29844064468537423e+00
 3.96500000000000000e+03, 1.29849528000529624e+00
 3.97500000000000000e+03, 1.29854878075216895e+00
 3.98500000000000000e+03, 1.29860117050936119e+00
 3.99500000000000000e+03, 1.29865247238817028e+00
 4.00500000000000000e+03, 1.29870270904183283e+00
 4.01500000000000000e+03, 1.29875190267953755e+00
 4.02500000000000000e+03, 1.29880007508043605e+00
 4.03500000000000000e+03, 1.29884724760765580e+00
 4.04500000000000000e+03, 1.29889344122231054e+00
 4.05500000000000000e+03, 1.29893867504178262e+00
 4.06500000000000000e+03, 1.29898296772621591e+00
 4.07500000000000000e+03, 1.29902634032840392e+00
 4.08500000000000000e+03, 1.29906881198225532e+00
 4.09500000000000000e+03, 1.29911040145105905e+00
 4.10500000000000000e+03, 1.29915112713971070e+00
 4.11500000000000000e+03, 1.29919100710694457e+00
 4.12500000000000000e+03, 1.29923005907756295e+00
 4.13500000000000000e+03, 1.29926830045466390e+00
 4.14500000000000000e+03, 1.29930574833187418e+00
 4.15500000000000000e+03, 1.29934241638005399e+00
 4.16500000000000000e+03, 1.29937832191121161e+00
 4.17500000000000000e+03, 1.29941348143504976e+00
 4.18500000000000000e+03, 1.29944791052795439e+00
 4.19500000000000000e+03, 1.29948162447567506e+00
 4.20500000000000000e+03, 1.29951463828363845e+00
 4.21500000000000000e+03, 1.29954696668725855e+00
 4.22500000000000000e+03, 1.29957862416225112e+00
 4.23500000000000000e+03, 1.29960962493494403e+00
 4.24500000000000000e+03, 1.29963998232863576e+00
 4.25500000000000000e+03, 1.29966970639663093e+00
 4.26500000000000000e+03, 1.29969881293676037e+00
 4.27500000000000000e+03, 1.29972731484504189e+00
 4.28500000000000000e+03, 1.29975522477200678e+00
 4.29500000000000000e+03, 1.29978255513078822e+00
 4.30500000000000000e+03, 1.29980931810520928e+00
 4.31500000000000000e+03, 1.29983552565787153e+00
 4.32500000000000000e+03, 1.29986118953824392e+00
 4.33500000000000000e+03, 1.29988632129075010e+00
 4.34500000000000000e+03, 1.29991093040373773e+00
 4.35500000000000000e+03, 1.29993502708326591e+00
 4.36500000000000000e+03, 1.29995862328155987e+00
 4.37500000000000000e+03, 1.29998172943636381e+00
 4.38500000000000000e+03, 1.30000435578151508e+00
 4.39500000000000000e+03, 1.30002651235323174e+00
 4.40500000000000000e+03, 1.30004820899639539e+00
 4.41500000000000000e+03, 1.30006945537083829e+00
 4.42500000000000000e+03, 1.30009026095762770e+00
 4.43500000000000000e+03, 1.30011063506535329e+00
 4.44500000000000000e+03, 1.30013058476160226e+00
 4.45500000000000000e+03, 1.30015011992463592e+00
 4.46500000000000000e+03, 1.30016924935550926e+00
 4.47500000000000000e+03, 1.30018798150170212e+00
 4.48500000000000000e+03, 1.30020632464513342e+00
 4.49500000000000000e+03, 1.30022428690733682e+00
 4.50500000000000000e+03, 1.30024187625464394e+00
 4.51500000000000000e+03, 1.30025910050336169e+00
 4.52500000000000000e+03, 1.30027596732495376e+00
 4.53500000000000000e+03, 1.30029248387854834e+00
 4.54500000000000000e+03, 1.30030865652224348e+00
 4.55500000000000000e+03, 1.30032449320103294e+00
 4.56500000000000000e+03, 1.30034000090844071e+00
 4.57500000000000000e+03, 1.30035518650270432e+00
 4.58500000000000000e+03, 1.30037005671119732e+00
 4.59500000000000000e+03, 1.30038461813484796e+00
 4.60500000000000000e+03, 1.30039887725256231e+00
 4.61500000000000000e+03, 1.30041284042564387e+00
 4.62500000000000000e+03, 1.30042651390221486e+00
 4.63500000000000000e+03, 1.30043990287362909e+00
 4.64500000000000000e+03, 1.30045301324065310e+00
 4.65500000000000000e+03, 1.30046585123537373e+00
 4.66500000000000000e+03, 1.30047842254171875e+00
 4.67500000000000000e+03, 1.30049073273598181e+00
 4.68500000000000000e+03, 1.30050278729049018e+00
 4.69500000000000000e+03, 1.30051459157726801e+00
 4.70500000000000000e+03, 1.30052615087170143e+00
 4.71500000000000000e+03, 1.30053747035620537e+00
 4.72500000000000000e+03, 1.30054855511888490e+00
 4.73500000000000000e+03, 1.30055940858453911e+00
 4.74500000000000000e+03, 1.30057003657737713e+00
 4.75500000000000000e+03, 1.30058044380024529e+00
 4.76500000000000000e+03, 1.30059063486540505e+00
 4.77500000000000000e+03, 1.30060061429744755e+00
 4.78500000000000000e+03, 1.30061038653621086e+00
 4.79500000000000000e+03, 1.30061995593969426e+00
 4.80500000000000000e+03, 1.30062932678697507e+00
 4.81500000000000000e+03, 1.30063850328112363e+00
 4.82500000000000000e+03, 1.30064748914157868e+00
 4.83500000000000000e+03, 1.30065628780017506e+00
 4.84500000000000000e+03, 1.30066490370186960e+00
 4.85500000000000000e+03, 1.30067334065600826e+00
 4.86500000000000000e+03, 1.30068160239767039e+00
 4.87500000000000000e+03, 1.30068969258999068e+00
 4.88500000000000000e+03, 1.30069761482648150e+00
 4.89500000000000000e+03, 1.30070537263335595e+00
 4.90500000000000000e+03, 1.30071296947184911e+00
 4.91500000000000000e+03, 1.30072040874054151e+00
 4.92500000000000000e+03, 1.30072769265453703e+00
 4.93500000000000000e+03, 1.30073482473437441e+00
 4.94500000000000000e+03, 1.30074180845363241e+00
 4.95500000000000000e+03, 1.30074864689707193e+00
 4.96500000000000000e+03, 1.30075534309479623e+00
 4.97500000000000000e+03, 1.30076190002473457e+00
 4.98500000000000000e+03, 1.30076832061513037e+00
 4.99500000000000000e+03, 1.30077460774702702e+00
 5.00500000000000000e+03, 1.30078076425675437e+00
 5.01500000000000000e+03, 1.30078679293841470e+00
 5.02500000000000000e+03, 1.30079269654636898e+00
 5.03500000000000000e+03, 1.30079847779772351e+00
 5.04500000000000000e+03, 1.30080413937481665e+00
 5.05500000000000000e+03, 1.30080968392770435e+00
 5.06500000000000000e+03, 1.30081511361549285e+00
 5.07500000000000000e+03, 1.30082042676771859e+00
 5.08500000000000000e+03, 1.30082562917526312e+00
 5.09500000000000000e+03, 1.30083072317342507e+00
 5.10500000000000000e+03, 1.30083571106309592e+00
 5.11500000000000000e+03, 1.30084059511289407e+00
 5.12500000000000000e+03, 1.30084537756129937e+00
 5.13500000000000000e+03, 1.30085006061879005e+00
 5.14500000000000000e+03, 1.30085464646997595e+00
 5.15500000000000000e+03, 1.30085913727573499e+00
 5.16500000000000000e+03, 1.30086353517534747e+00
 5.17500000000000000e+03, 1.30086784228863217e+00
 5.18500000000000000e+03, 1.30087206071808037e+00
 5.19500000000000000e+03, 1.30087619255099107e+00
 5.20500000000000000e+03, 1.30088023986160728e+00
 5.21500000000000000e+03, 1.30088420139069982e+00
 5.22500000000000000e+03, 1.30088807723755151e+00
 5.23500000000000000e+03, 1.30089187241069970e+00
 5.24500000000000000e+03, 1.30089558863833932e+00
 5.25500000000000000e+03, 1.30089922762343946e+00
 5.26500000000000000e+03, 1.30090279104518047e+00
 5.27500000000000000e+03, 1.30090628056039015e+00
 5.28500000000000000e+03, 1.30090969780497812e+00
 5.29500000000000000e+03, 1.30091304439537403e+00
 5.30500000000000000e+03, 1.30091632192996154e+00
 5.31500000000000000e+03, 1.30091953199051535e+00
 5.32500000000000000e+03, 1.30092267614363721e+00
 5.33500000000000000e+03, 1.30092575594219095e+00
 5.34500000000000000e+03, 1.30092877292673959e+00
 5.35500000000000000e+03, 1.30093172862698125e+00
 5.36500000000000000e+03, 1.30093461961407120e+00
 5.37500000000000000e+03, 1.30093744981022574e+00
 5.38500000000000000e+03, 1.30094022133269016e+00
 5.39500000000000000e+03, 1.30094293542562389e+00
 5.40500000000000000e+03, 1.30094559331104276e+00
 5.41500000000000000e+03, 1.30094819618967716e+00
 5.42500000000000000e+03, 1.30095074524183651e+00
 5.43500000000000000e+03, 1.30095324162826720e+00
 5.44500000000000000e+03, 1.30095568649101589e+00
 5.45500000000000000e+03, 1.30095808095428822e+00
 5.46500000000000000e+03, 1.30096042612531182e+00
 5.47500000000000000e+03, 1.30096272309519678e+00
 5.48500000000000000e+03, 1.30096497293979518e+00
 5.49500000000000000e+03, 1.30096717672056461e+00
 5.50500000000000000e+03, 1.30096933500967027e+00
 5.51500000000000000e+03, 1.30097144699961342e+00
 5.52500000000000000e+03, 1.30097351525647942e+00
 5.53500000000000000e+03, 1.30097554068560628e+00
 5.54500000000000000e+03, 1.30097752417432955e+00
 5.55500000000000000e+03, 1.30097946659259067e+00
 5.56500000000000000e+03, 1.30098136879354653e+00
 5.57500000000000000e+03, 1.30098323161417939e+00
 5.58500000000000000e+03, 1.30098505587590685e+00
 5.59500000000000000e+03, 1.30098684238519047e+00
 5.60500000000000000e+03, 1.30098859193414529e+00
 5.61500000000000000e+03, 1.30099030530115112e+00
 5.62500000000000000e+03, 1.30099198325145959e+00
 5.63500000000000000e+03, 1.30099362653780593e+00
 5.64500000000000000e+03, 1.30099523590101662e+00
 5.65500000000000000e+03, 1.30099681159419567e+00
 5.66500000000000000e+03, 1.30099835425567978e+00
 5.67500000000000000e+03, 1.30099986487676289e+00
 5.68500000000000000e+03, 1.30100134411965818e+00
 5.69500000000000000e+03, 1.30100279263502094e+00
 5.70500000000000000e+03, 1.30100421106247399e+00
 5.71500000000000000e+03, 1.30100560003113075e+00
 5.72500000000000000e+03, 1.30100696016012174e+00
 5.73500000000000000e+03, 1.30100829205911905e+00
 5.74500000000000000e+03, 1.30100959632886060e+00
 5.75500000000000000e+03, 1.30101087356167522e+00
 5.76500000000000000e+03, 1.30101212434200764e+00
 5.77500000000000000e+03, 1.30101334924694290e+00
 5.78500000000000000e+03, 1.30101454884673196e+00
 5.79500000000000000e+03, 1.30101572370531504e+00
 5.80500000000000000e+03, 1.30101687334175709e+00
 5.81500000000000000e+03, 1.30101799896369186e+00
 5.82500000000000000e+03, 1.30101910114114072e+00
 5.83500000000000000e+03, 1.30102018037009604e+00
 5.84500000000000000e+03, 1.30102123713942586e+00
 5.85500000000000000e+03, 1.30102227193129161e+00
 5.86500000000000000e+03, 1.30102328522156552e+00
 5.87500000000000000e+03, 1.30102427748024940e+00
 5.88500000000000000e+03, 1.30102524917189233e+00
 5.89500000000000000e+03, 1.30102620075600917e+00
 5.90500000000000000e+03, 1.30102713268749759e+00
 5.91500000000000000e+03, 1.30102804541705686e+00
 5.92500000000000000e+03, 1.30102893939160524e+00
 5.93500000000000000e+03, 1.30102981505469861e+00
 5.94500000000000000e+03, 1.30103067243670067e+00
 5.95500000000000000e+03, 1.30103151115100490e+00
 5.96500000000000000e+03, 1.30103233241720684e+00
 5.97500000000000000e+03, 1.30103313660762621e+00
 5.98500000000000000e+03, 1.30103392408875185e+00
 5.99500000000000000e+03, 1.30103469522151616e+00
 6.00500000000000000e+03, 1.30103545036156665e+00
 6.01500000000000000e+03, 1.30103618985954306e+00
 6.02500000000000000e+03, 1.30103691406134669e+00
 6.03500000000000000e+03, 1.30103762330841821e+00
 6.04500000000000000e+03, 1.30103831793800784e+00
 6.05500000000000000e+03, 1.30103899828345115e+00
 6.06500000000000000e+03, 1.30103966467444199e+00
 6.07500000000000000e+03, 1.30104031743730575e+00
 6.08500000000000000e+03, 1.30104095689527322e+00
 6.09500000000000000e+03, 1.30104158267070025e+00
 6.10500000000000000e+03, 1.30104219517036879e+00
 6.11500000000000000e+03, 1.30104279497579434e+00
 6.12500000000000000e+03, 1.30104338235445116e+00
 6.13500000000000000e+03, 1.30104395756874291e+00
 6.14500000000000000e+03, 1.30104452087617450e+00
 6.15500000000000000e+03, 1.30104507252951973e+00
 6.16500000000000000e+03, 1.30104561277698916e+00
 6.17500000000000000e+03, 1.30104614186240131e+00
 6.18500000000000000e+03, 1.30104666002535008e+00
 6.19500000000000000e+03, 1.30104716750137350e+00
 6.20500000000000000e+03, 1.30104766452212406e+00
 6.21500000000000000e+03, 1.30104815131553608e+00
 6.22500000000000000e+03, 1.30104862810599586e+00
 6.23500000000000000e+03, 1.30104909510439759e+00
 6.24500000000000000e+03, 1.30104955213156681e+00
 6.25500000000000000e+03, 1.30104999969090684e+00
 6.26500000000000000e+03, 1.30105043797777076e+00
 6.27500000000000000e+03, 1.30105086718357876e+00
 6.28500000000000000e+03, 1.30105128749594678e+00
 6.29500000000000000e+03, 1.30105169909881813e+00
 6.30500000000000000e+03, 1.30105210217259137e+00
 6.31500000000000000e+03, 1.30105249689425029e+00
 6.32500000000000000e+03, 1.30105288343749437e+00
 6.33500000000000000e+03, 1.30105326197286764e+00
 6.34500000000000000e+03, 1.30105363266788898e+00
 6.35500000000000000e+03, 1.30105399568718072e+00
 6.36500000000000000e+03, 1.30105435119260027e+00
