,Kmax,Ku,halfmax,n,Vhalf,error
2,91.9021901303278,9.93034558191784,122216.85588851664,0.9505693606792768,-110.22655191318816,0.0119713931749316
0,92.07734787388168,9.936380925973044,122377.76639490596,0.9506218903329938,-133.78434211988125,0.011971702590354
1,92.06784808570347,8.530771841270937,122382.71530561148,0.9506374650238552,-138.2796277646521,0.0119717475705151
