,Kmax,Ku,halfmax,n,Vhalf,error
0,26985331.45708218,9.40668846352836,3373854885.592436,0.8808235107707761,-17.095513994265428,0.0297234492978431
1,14441302.46868638,7.606320915380712,1805615105.3096669,0.8808299707695524,-17.105571321917047,0.0297234499809717
2,15745749.494452463,4.343787226634231,1969780333.2714791,0.8809225093100133,-17.09215199198321,0.0297235093292659
