,APD,drug concentration,qNet
0,261.82830589179264,0.1,0.525516886420198
1,262.3757245640051,0.16237767391887217,0.5247984603237157
2,263.2499383664171,0.26366508987303583,0.5236534256979273
3,264.63112169133615,0.42813323987193935,0.5218447674558667
4,266.778230561094,0.6951927961775606,0.5190380086199579
5,270.0297123039186,1.1288378916846888,0.5147935180978362
6,274.75903641847657,1.8329807108324356,0.5086318254674361
7,281.24505774606376,2.9763514416313175,0.5001953327065753
8,289.46054022171006,4.832930238571752,0.4894964528282611
9,298.9194564628384,7.847599703514611,0.47711329828697163
10,308.73136004248994,12.742749857031335,0.4641723199743162
11,317.8674369496069,20.6913808111479,0.4520284782824426
12,325.5421135512776,33.59818286283781,0.44174853342895387
13,331.4416919541085,54.555947811685144,0.4337934572323382
14,335.67087975014636,88.58667904100822,0.4280619189629181
15,338.550807734484,143.8449888287663,0.424142240744021
16,340.4439610571177,233.57214690901213,0.4215590239060771
17,341.6588587501558,379.2690190732246,0.41989759066079335
18,342.4287953057144,615.8482110660261,0.4188430640593689
19,342.910362738784,1000.0,0.4181786502349778
